zip,k_neighbour,target_ratio,random_state,ok,status,file,error
valid-input.zip,2,"1.0",0,1,200,augmented_dataset.zip,
valid-input.zip,2,"1.0",-1,0,500,,"Server error"
valid-input.zip,2,"1.0",999999,1,200,augmented_dataset.zip,
valid-input.zip,2,"1.0","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,2,"0.25",42,1,200,augmented_dataset.zip,
valid-input.zip,2,"0.25",0,1,200,augmented_dataset.zip,
valid-input.zip,2,"0.25",-1,0,500,,"Server error"
valid-input.zip,2,"0.25",999999,1,200,augmented_dataset.zip,
valid-input.zip,2,"0.25","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,2,"1.01",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"1.01",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"1.01",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"1.01",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"1.01","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,2,"-0.1",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"-0.1",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"-0.1",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"-0.1",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"-0.1","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,2,"abc",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"abc",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"abc",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"abc",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,2,"abc","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,2,"null",42,1,200,augmented_dataset.zip,
valid-input.zip,2,"null",0,1,200,augmented_dataset.zip,
valid-input.zip,2,"null",-1,0,500,,"Server error"
valid-input.zip,2,"null",999999,1,200,augmented_dataset.zip,
valid-input.zip,2,"null","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,1,"",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.25",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.25",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.25",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.25",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"0.25","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.01",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.01",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.01",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.01",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"1.01","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"-0.1",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"-0.1",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"-0.1",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"-0.1",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"-0.1","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"abc",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"abc",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"abc",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"abc",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"abc","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"null",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"null",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"null",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"null",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,1,"null","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.25",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.25",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.25",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.25",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"0.25","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.01",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.01",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.01",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.01",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"1.01","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"-0.1",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"-0.1",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"-0.1",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"-0.1",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"-0.1","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"abc",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"abc",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"abc",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"abc",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"abc","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"null",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"null",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"null",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"null",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,0,"null","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.25",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.25",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.25",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.25",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"0.25","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.01",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.01",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.01",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.01",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"1.01","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"-0.1",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"-0.1",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"-0.1",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"-0.1",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"-0.1","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"abc",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"abc",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"abc",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"abc",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"abc","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"null",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"null",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"null",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"null",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,-3,"null","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,100,"",42,1,200,augmented_dataset.zip,
valid-input.zip,100,"",0,1,200,augmented_dataset.zip,
valid-input.zip,100,"",-1,0,500,,"Server error"
valid-input.zip,100,"",999999,1,200,augmented_dataset.zip,
valid-input.zip,100,"","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"0.0",42,0,500,,"Server error"
valid-input.zip,100,"0.0",0,0,500,,"Server error"
valid-input.zip,100,"0.0",-1,0,500,,"Server error"
valid-input.zip,100,"0.0",999999,0,500,,"Server error"
valid-input.zip,100,"0.0","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"1.0",42,1,200,augmented_dataset.zip,
valid-input.zip,100,"1.0",0,1,200,augmented_dataset.zip,
valid-input.zip,100,"1.0",-1,0,500,,"Server error"
valid-input.zip,100,"1.0",999999,1,200,augmented_dataset.zip,
valid-input.zip,100,"1.0","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"0.25",42,1,200,augmented_dataset.zip,
valid-input.zip,100,"0.25",0,1,200,augmented_dataset.zip,
valid-input.zip,100,"0.25",-1,0,500,,"Server error"
valid-input.zip,100,"0.25",999999,1,200,augmented_dataset.zip,
valid-input.zip,100,"0.25","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"1.01",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"1.01",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"1.01",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"1.01",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"1.01","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"-0.1",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"-0.1",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"-0.1",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"-0.1",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"-0.1","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"abc",42,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"abc",0,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"abc",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"abc",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
valid-input.zip,100,"abc","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,100,"null",42,1,200,augmented_dataset.zip,
valid-input.zip,100,"null",0,1,200,augmented_dataset.zip,
valid-input.zip,100,"null",-1,0,500,,"Server error"
valid-input.zip,100,"null",999999,1,200,augmented_dataset.zip,
valid-input.zip,100,"null","abc",0,400,,"random_state must be a valid integer"
valid-input.zip,"abc","",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.0",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.0",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.0",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.0",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.0","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.25",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.25",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.25",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.25",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","0.25","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.01",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.01",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.01",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.01",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","1.01","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","-0.1",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","-0.1",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","-0.1",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","-0.1",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","-0.1","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","abc",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","abc",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","abc",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","abc",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","abc","abc",0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","null",42,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","null",0,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","null",-1,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","null",999999,0,400,,"k_neighbour must be greater than 1"
valid-input.zip,"abc","null","abc",0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,5,"",42,0,500,,"No valid images found in archive"
invalid-input.zip,5,"",0,0,500,,"No valid images found in archive"
invalid-input.zip,5,"",-1,0,500,,"No valid images found in archive"
invalid-input.zip,5,"",999999,0,500,,"No valid images found in archive"
invalid-input.zip,5,"","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"0.0",42,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.0",0,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.0",-1,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.0",999999,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.0","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"1.0",42,0,500,,"No valid images found in archive"
invalid-input.zip,5,"1.0",0,0,500,,"No valid images found in archive"
invalid-input.zip,5,"1.0",-1,0,500,,"No valid images found in archive"
invalid-input.zip,5,"1.0",999999,0,500,,"No valid images found in archive"
invalid-input.zip,5,"1.0","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"0.25",42,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.25",0,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.25",-1,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.25",999999,0,500,,"No valid images found in archive"
invalid-input.zip,5,"0.25","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"1.01",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"1.01",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"1.01",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"1.01",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"1.01","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"-0.1",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"-0.1",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"-0.1",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"-0.1",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"-0.1","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"abc",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"abc",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"abc",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"abc",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,5,"abc","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,5,"null",42,0,500,,"No valid images found in archive"
invalid-input.zip,5,"null",0,0,500,,"No valid images found in archive"
invalid-input.zip,5,"null",-1,0,500,,"No valid images found in archive"
invalid-input.zip,5,"null",999999,0,500,,"No valid images found in archive"
invalid-input.zip,5,"null","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"",42,0,500,,"No valid images found in archive"
invalid-input.zip,2,"",0,0,500,,"No valid images found in archive"
invalid-input.zip,2,"",-1,0,500,,"No valid images found in archive"
invalid-input.zip,2,"",999999,0,500,,"No valid images found in archive"
invalid-input.zip,2,"","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"0.0",42,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.0",0,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.0",-1,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.0",999999,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.0","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"1.0",42,0,500,,"No valid images found in archive"
invalid-input.zip,2,"1.0",0,0,500,,"No valid images found in archive"
invalid-input.zip,2,"1.0",-1,0,500,,"No valid images found in archive"
invalid-input.zip,2,"1.0",999999,0,500,,"No valid images found in archive"
invalid-input.zip,2,"1.0","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"0.25",42,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.25",0,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.25",-1,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.25",999999,0,500,,"No valid images found in archive"
invalid-input.zip,2,"0.25","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"1.01",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"1.01",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"1.01",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"1.01",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"1.01","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"-0.1",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"-0.1",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"-0.1",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"-0.1",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"-0.1","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"abc",42,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"abc",0,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"abc",-1,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"abc",999999,0,400,,"target_ratio must be between 0.0 and 1.0"
invalid-input.zip,2,"abc","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,2,"null",42,0,500,,"No valid images found in archive"
invalid-input.zip,2,"null",0,0,500,,"No valid images found in archive"
invalid-input.zip,2,"null",-1,0,500,,"No valid images found in archive"
invalid-input.zip,2,"null",999999,0,500,,"No valid images found in archive"
invalid-input.zip,2,"null","abc",0,400,,"random_state must be a valid integer"
invalid-input.zip,1,"",42,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"",0,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"",-1,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"",999999,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"","abc",0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"0.0",42,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"0.0",0,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"0.0",-1,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"0.0",999999,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"0.0","abc",0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"1.0",42,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"1.0",0,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"1.0",-1,0,400,,"k_neighbour must be greater than 1"
invalid-input.zip,1,"1.0",999999,0,400,,"k_neighbour must be greater than 1"
